,y2_hhid,sourceid,ag12a_0b,ag12a_01,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05,ag12a_06
10197,1707012001017601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10198,1707012001017601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10199,1707012001017601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10200,1707012001017602,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10201,1707012001017602,NGO,NGO,NO,,,,,,,,,,
10202,1707012001017602,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10203,1707012001017602,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10204,1707012001017602,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10205,1707012001020601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10206,1707012001020601,NGO,NGO,NO,,,,,,,,,,
10207,1707012001020601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10208,1707012001020601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10209,1707012001020601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10210,1707013001001801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10211,1707013001001801,NGO,NGO,NO,,,,,,,,,,
10212,1707013001001801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10213,1707013001001801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10214,1707013001001801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10215,1707013001001803,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10216,1707013001001803,NGO,NGO,NO,,,,,,,,,,
10217,1707013001001803,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10218,1707013001001803,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10219,1707013001001803,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10220,1707013001003501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10221,1707013001003501,NGO,NGO,NO,,,,,,,,,,
10222,1707013001003501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10223,1707013001003501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10224,1707013001003501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10225,1707013001010601,GOVERNMENT EXTENSION,SERIKALI,YES,NO,NO,NO,NO,YES,NO,GOOD,NO,,3.0
10226,1707013001010601,NGO,NGO,NO,,,,,,,,,,
10227,1707013001010601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10228,1707013001010601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10229,1707013001010601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10230,1707013001010603,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10231,1707013001010603,NGO,NGO,NO,,,,,,,,,,
10232,1707013001010603,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10233,1707013001010603,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10234,1707013001010603,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10235,1707013001010604,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10236,1707013001010604,NGO,NGO,NO,,,,,,,,,,
10237,1707013001010604,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10238,1707013001010604,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10239,1707013001010604,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10240,1707013001014401,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,YES,YES,GOOD,NO,,1.0
10241,1707013001014401,NGO,NGO,NO,,,,,,,,,,
10242,1707013001014401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10243,1707013001014401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10244,1707013001014401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10245,1707013001021801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10246,1707013001021801,NGO,NGO,NO,,,,,,,,,,
10247,1707013001021801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10248,1707013001021801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10249,1707013001021801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10250,1707013001025001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10251,1707013001025001,NGO,NGO,NO,,,,,,,,,,
10252,1707013001025001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10253,1707013001025001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10254,1707013001025001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10255,1707013001034602,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10256,1707013001034602,NGO,NGO,NO,,,,,,,,,,
10257,1707013001034602,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10258,1707013001034602,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10259,1707013001034602,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10260,1707013001044901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10261,1707013001044901,NGO,NGO,NO,,,,,,,,,,
10262,1707013001044901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10263,1707013001044901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10264,1707013001044901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10265,1708008305005501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10266,1708008305005501,NGO,NGO,NO,,,,,,,,,,
10267,1708008305005501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10268,1708008305005501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10269,1708008305005501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10270,1708008305008201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10271,1708008305008201,NGO,NGO,NO,,,,,,,,,,
10272,1708008305008201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10273,1708008305008201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10274,1708008305008201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10275,1708008305013401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10276,1708008305013401,NGO,NGO,NO,,,,,,,,,,
10277,1708008305013401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10278,1708008305013401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10279,1708008305013401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10280,1708008305013403,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10281,1708008305013403,NGO,NGO,NO,,,,,,,,,,
10282,1708008305013403,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10283,1708008305013403,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10284,1708008305013403,OTHER,"NYINGINE, TAJA",YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,0.0
10285,1708008305013408,GOVERNMENT EXTENSION,SERIKALI,YES,NO,NO,NO,NO,NO,YES,GOOD,NO,,1.0
10286,1708008305013408,NGO,NGO,NO,,,,,,,,,,
10287,1708008305013408,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10288,1708008305013408,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10289,1708008305013408,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10290,1708008305013701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10291,1708008305013701,NGO,NGO,NO,,,,,,,,,,
10292,1708008305013701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10293,1708008305013701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10294,1708008305013701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10295,1708010002008801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,0.0
10296,1708010002008801,NGO,NGO,NO,,,,,,,,,,
10297,1708010002008801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10298,1708010002008801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10299,1708010002008801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10300,1708010002014801,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,YES,YES,GOOD,NO,,2.0
10301,1708010002014801,NGO,NGO,NO,,,,,,,,,,
10302,1708010002014801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10303,1708010002014801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10304,1708010002014801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10305,1708010002017601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10306,1708010002017601,NGO,NGO,NO,,,,,,,,,,
10307,1708010002017601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10308,1708010002017601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10309,1708010002017601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10310,1708010002021701,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,NO,GOOD,NO,,1.0
10311,1708010002021701,NGO,NGO,NO,,,,,,,,,,
10312,1708010002021701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10313,1708010002021701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10314,1708010002021701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10315,1708010002028301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10316,1708010002028301,NGO,NGO,NO,,,,,,,,,,
10317,1708010002028301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10318,1708010002028301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10319,1708010002028301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10320,1708010002029701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10321,1708010002029701,NGO,NGO,NO,,,,,,,,,,
10322,1708010002029701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10323,1708010002029701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10324,1708010002029701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10325,1708010002029702,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10326,1708010002029702,NGO,NGO,NO,,,,,,,,,,
10327,1708010002029702,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10328,1708010002029702,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10329,1708010002029702,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10330,1708010002031701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10331,1708010002031701,NGO,NGO,NO,,,,,,,,,,
10332,1708010002031701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,NO,NO,NO,NO,YES,YES,GOOD,NO,,6.0
10333,1708010002031701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10334,1708010002031701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10335,1708010002033601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10336,1708010002033601,NGO,NGO,NO,,,,,,,,,,
10337,1708010002033601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10338,1708010002033601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10339,1708010002033601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10340,1708017001007401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10341,1708017001007401,NGO,NGO,NO,,,,,,,,,,
10342,1708017001007401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10343,1708017001007401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10344,1708017001007401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10345,1708017001008901,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10346,1708017001008901,NGO,NGO,NO,,,,,,,,,,
10347,1708017001008901,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10348,1708017001008901,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10349,1708017001008901,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10350,1708017001008902,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10351,1708017001008902,NGO,NGO,NO,,,,,,,,,,
10352,1708017001008902,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10353,1708017001008902,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10354,1708017001008902,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10355,1708017001011401,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10356,1708017001011401,NGO,NGO,NO,,,,,,,,,,
10357,1708017001011401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10358,1708017001011401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10359,1708017001011401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10360,1708017001011601,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10361,1708017001011601,NGO,NGO,NO,,,,,,,,,,
10362,1708017001011601,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10363,1708017001011601,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10364,1708017001011601,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10365,1708017001019101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10366,1708017001019101,NGO,NGO,NO,,,,,,,,,,
10367,1708017001019101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10368,1708017001019101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10369,1708017001019101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10370,1708017001019106,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10371,1708017001019106,NGO,NGO,NO,,,,,,,,,,
10372,1708017001019106,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10373,1708017001019106,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10374,1708017001019106,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10375,1708017001020501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10376,1708017001020501,NGO,NGO,NO,,,,,,,,,,
10377,1708017001020501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10378,1708017001020501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10379,1708017001020501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10380,1708017001021101,GOVERNMENT EXTENSION,SERIKALI,YES,YES,YES,NO,NO,NO,YES,GOOD,NO,,0.0
10381,1708017001021101,NGO,NGO,NO,,,,,,,,,,
10382,1708017001021101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10383,1708017001021101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10384,1708017001021101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10385,1708017001021106,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10386,1708017001021106,NGO,NGO,NO,,,,,,,,,,
10387,1708017001021106,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10388,1708017001021106,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,YES,YES,NO,NO,NO,NO,NO,AVERAGE,NO,,0.0
10389,1708017001021106,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10390,1708017001035701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10391,1708017001035701,NGO,NGO,NO,,,,,,,,,,
10392,1708017001035701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10393,1708017001035701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10394,1708017001035701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10395,1801009001006801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10396,1801009001006801,NGO,NGO,NO,,,,,,,,,,
10397,1801009001006801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10398,1801009001006801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10399,1801009001006801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10400,1801009001006805,GOVERNMENT EXTENSION,GOVERNMENT EXTENSION,NO,,,,,,,,,,
10401,1801009001006805,NGO,NGO,NO,,,,,,,,,,
10402,1801009001006805,COOPERATIVE/FARMER'S ASSOCIATION,COOPERATIVE/FARMER'S ASSO,NO,,,,,,,,,,
10403,1801009001006805,LARGE SCALE FARMER,LARGE SCALE FARMER,NO,,,,,,,,,,
10404,1801009001006805,OTHER,OTHER,NO,,,,,,,,,,
10405,1801009001009201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10406,1801009001009201,NGO,NGO,NO,,,,,,,,,,
10407,1801009001009201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10408,1801009001009201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10409,1801009001009201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10410,1801009001017501,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10411,1801009001017501,NGO,NGO,NO,,,,,,,,,,
10412,1801009001017501,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10413,1801009001017501,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10414,1801009001017501,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10415,1801009001018801,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10416,1801009001018801,NGO,NGO,NO,,,,,,,,,,
10417,1801009001018801,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10418,1801009001018801,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10419,1801009001018801,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10420,1801009001024101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10421,1801009001024101,NGO,NGO,NO,,,,,,,,,,
10422,1801009001024101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10423,1801009001024101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10424,1801009001024101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10425,1801009001030001,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10426,1801009001030001,NGO,NGO,NO,,,,,,,,,,
10427,1801009001030001,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10428,1801009001030001,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10429,1801009001030001,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10430,1801009001032201,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10431,1801009001032201,NGO,NGO,NO,,,,,,,,,,
10432,1801009001032201,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10433,1801009001032201,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10434,1801009001032201,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10435,1801009001041101,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10436,1801009001041101,NGO,NGO,NO,,,,,,,,,,
10437,1801009001041101,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10438,1801009001041101,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10439,1801009001041101,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10440,1801018003022701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10441,1801018003022701,NGO,NGO,NO,,,,,,,,,,
10442,1801018003022701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10443,1801018003022701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10444,1801018003022701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10445,1801018003042701,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,2.0
10446,1801018003042701,NGO,NGO,NO,,,,,,,,,,
10447,1801018003042701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,YES,YES,NO,YES,NO,NO,NO,GOOD,NO,,1.0
10448,1801018003042701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10449,1801018003042701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10450,1801018003042703,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10451,1801018003042703,NGO,NGO,NO,,,,,,,,,,
10452,1801018003042703,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10453,1801018003042703,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10454,1801018003042703,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10455,1801018003060701,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10456,1801018003060701,NGO,NGO,NO,,,,,,,,,,
10457,1801018003060701,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10458,1801018003060701,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10459,1801018003060701,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10460,1801018003104401,GOVERNMENT EXTENSION,SERIKALI,YES,YES,NO,NO,NO,NO,YES,GOOD,NO,,0.0
10461,1801018003104401,NGO,NGO,NO,,,,,,,,,,
10462,1801018003104401,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10463,1801018003104401,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10464,1801018003104401,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10465,1801018003104403,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10466,1801018003104403,NGO,NGO,NO,,,,,,,,,,
10467,1801018003104403,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10468,1801018003104403,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10469,1801018003104403,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10470,1801018003110301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10471,1801018003110301,NGO,NGO,NO,,,,,,,,,,
10472,1801018003110301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
10473,1801018003110301,LARGE SCALE FARMER,MKULIMA/MFUGAJI MKUBWA,NO,,,,,,,,,,
10474,1801018003110301,OTHER,"NYINGINE, TAJA",NO,,,,,,,,,,
10475,1801018003126301,GOVERNMENT EXTENSION,SERIKALI,NO,,,,,,,,,,
10476,1801018003126301,NGO,NGO,NO,,,,,,,,,,
10477,1801018003126301,COOPERATIVE/FARMER'S ASSOCIATION,USHIRIKA / CHAMA CHA WAKU,NO,,,,,,,,,,
